,listing_url,host_id,description,host_name,DISTRICTE,latitude,longitude,minimum_nights,last_review,calculated_host_listings_count,availability_365,NUMERO_REGISTRE_GENERALITAT,Tipo,TipoDescripcion,CODI_DISTRICTE,CODI_BARRI
1987,https://www.airbnb.com/rooms/13904652,6440167,"Lugares de interés: Parc de la Creueta del Coll, Plaça Catalana, Mercat del Carmel. Te va a encantar mi lugar debido a el espacio acogedor y la ubicación. Mi alojamiento es bueno para parejas, aventureros, viajeros de negocios, familias (con hijos), grupos grandes. Puedo ofrecerles servicio de Barbacoa para todos por un precio reducido <br /><br />TENEMOS UN COLCHON INFLABLE MUY COMODO PARA UN TERCER HUESPED<br /><br /><b>The space</b><br />We Help to the guest as much as you want, we can help you with everything regarding your trip is Pleasure, Business, Recreation, advise and help you perform directed walks, Tourist Zones, side, Tickets, etc<br />If you need we can pick up you at the Airport for less than a taxi <br /><br />We are close to the Majestic and Magical Parc Güell, we are in a privileged area of ​​Barcelona, ​​isolated from the hustle and bustle, in a very quiet neighborhood and at the same time a few minutes from the wonderful Barcelona.<br /><br /> WE CAN PUT AN INFLATAB",Dennys,HORTA-GUINARDÓ,41.42195,2.15034,2,2022-10-04,3,361,Nulo,0,Nulos-Ilegales,7,38.0
2021,https://www.airbnb.com/rooms/13992866,83548422,"català, espanyol, francés i una mica angles i italià<br />https://ca.m.wikipedia.org/wiki/Sant_Antoni_(Eixample)<br /><br /><b>The space</b><br />Es un piso de unos 85 m2, amplio y confortable, dispone de ascensor, tiene portero automatico y hay una portera todo el dia<br />Wiffi en todo el apartamento y muy importante conexión a internet diretamente por cable en todas las habitaciones<br />Tiene tres dormitorios muy espaciosos uno exterior y dos  interiores, camas de 150x200 mts en todas ellas, pueden dormir comodamente dos personas<br />Espacioso salón-comedor, cocina  integrada con todo lo necesario para la vida cotidiana, <br />Servicios comunes<br />Cocina, microondas,horno,nevera-congelador, plancha, lavadora, secador de pelo, TV, dos mesas escritorio para poder trabajar tranquilamente<br />Una vez por semana ira una persona a hacer la limpieza de zonas comunes, cocina, baño, comedor....<br />Las habitacione son cosa de los huespedes, cada huesped hara su habitacion<br />1 vez a ",Marta,EIXAMPLE,41.37802,2.16066,3,2022-06-30,2,108,Nulo,0,Nulos-Ilegales,2,7.5
2022,https://www.airbnb.com/rooms/14948804,34218286,"Confi and quite room in the middle of one of the most fascinating neighbourhood of Barcelona, SAGRADA FAMILIA,  the place is very well located close to metro lines and buses, a train station which take you to the airport.<br />NEAR Sagrada familia, Avinguda de Gaudí, Glories Agbar tower, Encants. YOU WILL LOVE THIS el ambiente, el barrio, las zonas exteriores, la comodidad de la cama, la luz ASF. Mi alojamiento es bueno para  aventureros, y viajeros de negocios.<br /><br /><b>The space</b><br />Our place has everything you need to feel at home, it is a quiet place if you want to rest, we offer our friendship to have breakfast or dinner, also share a glass of wine and talk about everything, you are very welcome to stay<br /><br /><b>Guest access</b><br />We have a kitchen that we can share, TV, WiFi, and washmachine for an extra fee",Daniel,SANT MARTÍ,41.40698,2.18241,5,2022-11-22,1,32,Nulo,0,Nulos-Ilegales,10,68.5
2033,https://www.airbnb.com/rooms/15013369,94751180,"Hostel One Sants has a great atmosphere and is an easy place to meet other people. We offer a wide range of tours and special events throughout Barcelona, as well as free entrance to the best clubs in Barcelona and amazing free dinners everynight. So what are you waiting for! Book now and become apart of the Hostel One Family!<br />Age restriction: We do have an age restriction from 18 to 45 years old.<br />Extra charges: City tax of €3,03 per day/per person to be paid at the check in.<br /><br /><b>The space</b><br />This is a hostel the 3 bed dorms, 4 bed dorms and 6 bed dorms are shared dorms. Remember that you are booking for 1 bed no for the room!",Hostel One Sants,SANTS-MONTJUÏC,41.37527,2.12894,1,2022-08-01,2,324,Nulo,0,Nulos-Ilegales,3,14.5
2041,https://www.airbnb.com/rooms/15033558,42840863,"Habitacion tranquila y centrica (tal cual que en las fotos ni más y ni menos) en un piso familiar ,adelante a la Sagrada Familia con metro bus y bici a lado de casa,con supermercados Y tiendas, a 20 minutos de la playa Y del centro,perfecta para personas que quieran disfrutar de la ciudad y volver a descansar.<br />Servicio incluido....<br />Baño privado<br />Toallas , shampoo, sabanas<br />Internet<br />Estaré siempre a disposición de los huéspedes cuando lo necesiten <br />LO MÁS IMPORTANTE RESPECTO CON LOS VECINOS.",Becca,EIXAMPLE,41.40423,2.17421,2,2022-12-03,1,38,Nulo,0,Nulos-Ilegales,2,7.5
2067,https://www.airbnb.com/rooms/15777486,75016472,"Double bedroom located in a big house with views to the mountains. Solarium and big terrace located in Vallarca neighborhood few blocks away from Park Guell, 5 blocks away from Vallarca metro station. Lovely neighborhood. Bus stops at the doorstep. Well connected.<br /><br /><b>The space</b><br />Places of interest: Park Güell, CosmoCaixa Barcelona, El Asador De Aranda, Parc de les Aigües, and Guinardó - Mercè Rodoreda library. You will love my place because of its views and amazing areas, the environment, light, outdoor areas, neighborhood, and its comfortable bed. My lodging is suitable for couples, adventurers, business travelers, and large groups.<br /><br /><b>Guest access</b><br />Guests have access to the kitchen, the dining room and the terrace. The dining room is large and it has a big table. On the other side, there is a very comfortable sofa, which is in front of the TV so that you can enjoy a good movie or simply rest.",Mar,GRÀCIA,41.41879,2.14688,1,2022-11-17,2,29,Nulo,0,Nulos-Ilegales,6,30.0
2084,https://www.airbnb.com/rooms/15326164,61764639,"The apartment is 58m2 with everything you'll need- air con, bed linens, towels, kitchenware, Dolce Gusto coffee machine, DVD collection, washing machine and The apartment is spacious with lots of light and the two bedrooms have their own great balconies<br /><br /><b>The space</b><br />The place! Sagrada Familia is right in the center of Barcelona. Near all important sights of Barcelona. Is beautiful, quiet and SAFE! You can walk to the important sights and the metro is very close to the home!<br /><br /><b>Guest access</b><br />.<br /><br /><b>Other things to note</b><br />.",Renato,EIXAMPLE,41.40453,2.17947,1,2022-12-08,2,72,Nulo,0,Nulos-Ilegales,2,7.5
2089,https://www.airbnb.com/rooms/15355977,7347569,"Near the Basilica ""Sagrada Familia"", cozy exterior single room, sunny with views of the monument, in a clean and quiet apartment.<br /><br />Cerca de la basílica de la Sagrada Familia, acogedora habitación individual exterior, soleada con vistas al monumento, en un piso limpio y tranquilo.<br /><br /><b>Guest access</b><br />Dining room, kitchen<br /><br /><b>Other things to note</b><br />Parties are not allowed.",Max,EIXAMPLE,41.40654,2.17111,3,2022-10-29,3,346,Nulo,0,Nulos-Ilegales,2,7.5
2109,https://www.airbnb.com/rooms/15912678,75016472,"es una hermosa casa  muy bien conectada con el tranporte publico ya que en la puerta esta la parada de 6 lineas y el nit bus , a solo 6 calles de estacion vallcarca de metro linea 3    .<br />es una casa muy amplia cuenta con hermosas vistas y una gran terraza ,, la habitacion es muy amplia con baño privado y entrada independiente ideal para parejas<br /><br /><b>The space</b><br />Lugares de interés: Park Güell, CosmoCaixa Barcelona, El Asador De Aranda, Parc de les Aigües, y Biblioteca Guinardó - Mercè Rodoreda. Te va a encantar mi lugar debido a vistas y espacios inmejorables, el ambiente, la luz, las zonas exteriores, El vecindario, la comodidad de la cama. Mi alojamiento es bueno para parejas, aventureros, viajeros de negocios, y grupos grandes.<br /><br /><b>Guest access</b><br />Los huéspedes pueden acceder a La Cocina, al comedor, y a la terraza. El comedor es muy amplio y tiene una mesa grande y del otro lado un sillón muy cómodo frente a la tv para poder disfrutar de una buen",Mar,GRÀCIA,41.41723,2.14732,1,2022-11-22,2,80,Nulo,0,Nulos-Ilegales,6,30.0
2143,https://www.airbnb.com/rooms/16563363,36127665,"Lovely double room  with Balcony in the center of Barcelona, the apartment is totally luxurious  with all amenities. The apartment is to share with me .<br /><br /><b>The space</b><br />The room is very spacious and has all the amenities.<br /><br /><b>Guest access</b><br />Is available the living room, kitchen and bathroom<br /><br /><b>Other things to note</b><br />There is a bus station from the airport very nearby (Aerobus)",Aitor,CIUTAT VELLA,41.37888,2.16336,3,2022-12-04,1,196,Nulo,0,Nulos-Ilegales,1,2.5
2152,https://www.airbnb.com/rooms/16086485,1212565,"A large private double room with elevator, WiFi, balcony, surrounded by some great restaurants, Bohemian bars and cafe culture.<br /><br /><b>Guest access</b><br />Private Bedroom, kitchen, bathroom, toilet, living room/dining room,  terrace.",David,CIUTAT VELLA,41.38334,2.17984,7,2022-10-24,1,239,Nulo,0,Nulos-Ilegales,1,2.5
2162,https://www.airbnb.com/rooms/16118266,2107488,"I am Luis i am offering a Beautiful room in the heart of BCN, walking distance to metro, bus and train stations. Close to exclusive shopping areas, restaurants, bars and many of the city attractions (Casa Batlló, La <br />Pedrera, Ramblas, Sagrada Familia, etc. )",Luis,EIXAMPLE,41.38876,2.16365,1,2022-11-26,4,81,Nulo,0,Nulos-Ilegales,2,7.5
2164,https://www.airbnb.com/rooms/16119549,2107488,"I am Luis i am offering a Beautiful room in the heart of BCN, walking distance to metro, bus and train stations. Close to exclusive shopping areas, restaurants, bars and many of the city attractions (Casa Batlló, La <br />Pedrera, Ramblas, Sagrada Familia, etc. )<br /><br /><b>Other things to note</b><br />.",Luis,EIXAMPLE,41.39009,2.16518,1,2022-11-05,4,74,Nulo,0,Nulos-Ilegales,2,7.5
2199,https://www.airbnb.com/rooms/16780481,111248996,"Cozy bedroom with just what you need to spend a few days in Barcelona, located in the center of the city and surrounded by everything you need: parties, shopping, the ocean, etc.",Teo,CIUTAT VELLA,41.38049,2.17344,2,2022-11-16,2,130,Nulo,0,Nulos-Ilegales,1,2.5
2221,https://www.airbnb.com/rooms/17447319,118090666,"Una comoda habitacion privada con comodidades unicas, cama doble, excelente iluminacion, armario, espejo, wifi y mesa de noche.<br /><br /><b>The space</b><br />Acojedor, zona turistica, a 5 min del metro y de la basilica sagrada familia, supermercado a 2 minutos, total privacidad en el alojamiento.<br /><br /><b>Guest access</b><br />Cocina, lavadora, wifi, nevera, cuarto de baño",Kim Yan,GRÀCIA,41.40599,2.16373,1,2022-06-07,2,69,Nulo,0,Nulos-Ilegales,6,30.0
2275,https://www.airbnb.com/rooms/17762151,43191688,"Habitación privada con baño dentro  ideal para parejas. Con toda comodidad posible un espacio grande con frigobar y mesa de escritorios para trabaja televisión, aire acondicionado. Una cama de 150x190  muy cómoda ambiente tranquilo .<br /><br /><b>The space</b><br />Es un piso familiar com  muy bueno ambiente muy luminosos. Somos personas. muy amables y tranquila .Lo único está prohibido fumar .",Miranda,EIXAMPLE,41.38524,2.15319,3,2022-06-19,1,88,Nulo,0,Nulos-Ilegales,2,7.5
2282,https://www.airbnb.com/rooms/18068224,4396136,"This comfortably furnished family apartment near the Camp Nou has 3 double bedrooms, a balcony, and can accomodate up to 6 people. There is a washing machine, a fully equipped kitchen, air conditioning, a stereo system and a television. Also included internet connection and the apartment has an elevator.<br /><br /><b>Other things to note</b><br />HUTB-017133<br /><br />Tasa Turística 4.40€ por persona y noche (máximo 7 días y hasta 16 años). <br /><br />El horario del check in es de 14h00 a 20h00, después de las 20h00 tiene un coste de 30€ después de las 22h00 50€ y después de las 24h00 70€<br /><br />Se solicita pasaporte a todos los alojaran el apartamento.",Homesearch,SANTS-MONTJUÏC,41.37191,2.12832,3,2022-08-10,35,334,Nulo,0,Nulos-Ilegales,3,14.5
2301,https://www.airbnb.com/rooms/18499256,104657074,"Building located in the traditional neighbourhood of Guinardo, near the nature, one of better place in Barcelona. Good energy and clean house and high quality throughout the stay, air conditioning. Terrace with sea views<br /><br /><b>The space</b><br />It is a space with all the necessary comforts for a pleasant stay.<br /><br /><b>Guest access</b><br />Living room, kitchen, terrace, your room, your bathroom<br /><br /><b>Other things to note</b><br />It is a cruelty free house, vegan/vegetarian kitchen<br />Inside the house we do not use street shoes",Inma,HORTA-GUINARDÓ,41.416178,2.159658,3,2022-12-06,2,232,Nulo,0,Nulos-Ilegales,7,38.0
2345,https://www.airbnb.com/rooms/18782663,17514775,"Come to stay in a very sunny and peaceful rooms located very close to the amazing parc Güell (by Gaudi).<br /><br /><b>The space</b><br />If you like walking and do not mind the hills. Here you will relax enjoying the sunset after having a long day in the city.<br /><br /><b>Guest access</b><br />You will have a sharing bathroom<br />and also you will enjoy the terraces of the house.<br /><br /><b>Other things to note</b><br />We do not share the kitchen. However, you can use the refrigerator, kettle, microwave, dishes, spoons and glasses.",Dulce,GRÀCIA,41.41028,2.15073,2,2022-11-21,7,109,Nulo,0,Nulos-Ilegales,6,30.0
2346,https://www.airbnb.com/rooms/18782971,17514775,"Come to stay in a very sunny and peaceful rooms located very close to the amazing parc Güell (by Gaudi).<br /><br /><b>The space</b><br />If you like walking and do not mind the hills. Here you will relax enjoying the sunset after having a long day in the city.<br /><br /><b>Guest access</b><br />You will have a private bathroom<br />and also you will enjoy the terraces of the house.<br /><br /><b>Other things to note</b><br />We do not share the kitchen. However, you can use the refrigerator, kettle, microwave, dishes, spoons and glasses.",Dulce,GRÀCIA,41.41028,2.15073,2,2022-10-30,7,109,Nulo,0,Nulos-Ilegales,6,30.0
2347,https://www.airbnb.com/rooms/18783168,17514775,Come to stay in a very sunny and peaceful rooms located very close to the amazing parc Güell (by Gaudi).<br /><br /><b>The space</b><br />If you like walking and do not mind the hills. Here you will relax enjoying the sunset after having a long day in the city.<br /><br /><b>Guest access</b><br />You will have a private bathroom<br />and also you will enjoy the terraces of the house.,Dulce,GRÀCIA,41.4091,2.15191,2,2022-11-28,7,109,Nulo,0,Nulos-Ilegales,6,30.0
2348,https://www.airbnb.com/rooms/18783410,17514775,"Come to stay in a very sunny and peaceful rooms located very close to the amazing parc Güell (by Gaudi).<br /><br /><b>The space</b><br />If you like walking and do not mind the hills. Here you will relax enjoying the sunset after having a long day in the city.<br /><br /><b>Guest access</b><br />You will have a sharing bathroom<br />and also you will enjoy the terraces of the house.<br /><br /><b>Other things to note</b><br />We do not share the kitchen. However, you can use the refrigerator, kettle, microwave, dishes, spoons and glasses.",Dulce,GRÀCIA,41.41028,2.15073,1,2022-11-07,7,109,Nulo,0,Nulos-Ilegales,6,30.0
2351,https://www.airbnb.com/rooms/18788457,130764852,Disfruta de la sencillez de este alojamiento tranquilo y céntrico cerca de La Sagrada Familia y Torre Agbar.<br /><br /><b>The space</b><br />Alojamiento ubicado en la cuarta planta del edifico con ascensor.,Luis,EIXAMPLE,41.4045,2.18349,1,2022-11-27,1,70,Nulo,0,Nulos-Ilegales,2,7.5
2353,https://www.airbnb.com/rooms/18368192,10403100,"Nice single bedroom in a vintage flat, full of light in  very nice location with all facilities like bus stop,night bus,2 metro lines,supermarkets,coffee shops,shopping mall .<br />The room is for girls only<br /><br /><b>The space</b><br />The flat is quiet and  it is ideal to have a rest after spend a day out<br />Tidy and clean <br />Respectful place  <br />Silence place<br /><br /><b>Guest access</b><br />Living room and Kitchen only for fast meals<br /><br /><b>Other things to note</b><br />NO PARTIES <br />NO SMOKING <br />NO PETS <br />NO DRUGS<br />NO VISITORS",Romy,EIXAMPLE,41.39482,2.18608,28,2022-08-27,1,101,Nulo,0,Nulos-Ilegales,2,7.5
2372,https://www.airbnb.com/rooms/18684497,22656142,"Increible habitación ubicada en el barrio de la Barceloneta, recomendado para personas que viajen solas y busquen pasar unos dias tranquilos para disfrutar de sus playas y la increible ciudad de Barcelona.<br />La habitación cuenta con un armario pequeño, perchas para ropa, toallas, sabana, cobija, detalles decorativos y muy buena iluminación.<br />Es una habitación pequeña que cuenta con todas las comodidades que un huesped necesita para pasarse unos dias de relax en la maravillosa ciudad de Barcelona.<br /><br /><b>The space</b><br />Comoda y Acogedora habitacion con cama individual, en un pequeño y hermoso piso que se compone de dos dormitorios, un baño y un balcón.<br /> <br />La Habitación privada es acogedora limpia y muy luminosa, cuenta con una cama individual, armario, y un puff para el relax, wifi.<br /><br /><b>Guest access</b><br />Tiene todos los servicios necesarios para una agradable y relajante estandia, cuenta con parada de bus para visitar la ciudad de barcelona, asi ",Mili,CIUTAT VELLA,41.37902,2.19159,5,2022-11-17,1,58,Nulo,0,Nulos-Ilegales,1,2.5
2383,https://www.airbnb.com/rooms/18732521,17514775,"Come to stay in a very sunny and peaceful rooms located very close to the amazing parc Güell (by Gaudi).<br /><br /><b>The space</b><br />If you like walking and do not mind the hills. Here you will relax enjoying the sunset after having a long day in the city.<br /><br /><b>Guest access</b><br />You will have a private bathroom<br />and also you will enjoy the terraces of the house.<br /><br /><b>Other things to note</b><br />We do not share the kitchen. However, you can use the refrigerator, kettle, microwave, dishes, spoons and glasses.",Dulce,GRÀCIA,41.41028,2.15073,2,2022-11-02,7,109,Nulo,0,Nulos-Ilegales,6,30.0
2408,https://www.airbnb.com/rooms/18782103,17514775,"Come to stay in a very sunny and peaceful rooms located very close to the amazing parc Güell (by Gaudi).<br /><br /><b>The space</b><br />If you like walking and do not mind the hills. Here you will relax enjoying the sunset after having a long day in the city.<br /><br /><b>Guest access</b><br />You will have a sharing bathroom<br />and also you will enjoy the terraces of the house.<br /><br /><b>Other things to note</b><br />We do not share the kitchen. However, you can use the refrigerator, kettle, microwave, dishes, spoons and glasses.",Dulce,GRÀCIA,41.41028,2.15073,2,2022-10-31,7,109,Nulo,0,Nulos-Ilegales,6,30.0
2469,https://www.airbnb.com/rooms/18941874,12962490,"I invite you to stay in a cosy room in my apartment, in the heart of a historical and now one of the trendiest, liveliest and the most multicultural neighbourhoods of Barcelona. There is a multitude of shops with food from all over the world, bars and restaurants - both trendy new and traditional ones - abound. You will be around the corner from Barcelona's Museum of Modern Art and CCCB and a few minute walk from La Rambla.<br /><br /><b>The space</b><br />The apartment is huge - cutting across the whole building. I live in the part that goes out onto the street and your room is in the quiet, middle part of the building. Bear in mind that I usually also rent another room that is located on the very back of the apartment, some distance from your room.<br /><br /><b>Guest access</b><br />You will obviously have access to my kitchen and all it's amenities.",Michal,CIUTAT VELLA,41.37985,2.16677,2,2022-11-29,2,31,Nulo,0,Nulos-Ilegales,1,2.5
2516,https://www.airbnb.com/rooms/19733674,40533353,"La habitación muy pequeña, se encuentra a 10 min del centro histórico y todos monumentos importantes para visitar a una calle de la playa.<br />La habitación es ideal para una estancia corta.Dispone del lavabo,cocina-salón y balcón compartido. No se permite el uso de lavadora. <br />En la casa vive una gata Micky, ella es muy tranquila y social con la gente <br />La persona que viene debe ser tranqui la,recogida y que no moleste  a los vecinos. Trabajo y no siempre les puedo recibir a las 14 h .<br /><br /><b>The space</b><br />Habitación muy pequeña, pero bien ubicada es cómoda quedar se no más de una semana por el espacio . Pero sinceramente por eso es tan barato .<br /><br /><b>Guest access</b><br />Tiene pequeño salón con cocina americana y lavabo (tali como se ve en las fotos )<br /><br /><b>Other things to note</b><br />Habitación pequeña con litera. Está prohibida la entrada de otras personas sólo el hosped que reserva.",Marina,CIUTAT VELLA,41.37953,2.18959,1,2022-11-21,1,45,Nulo,0,Nulos-Ilegales,1,2.5
2523,https://www.airbnb.com/rooms/19774715,38775388,"Nice and cozy room…only girls in the house...including the dog 🐶 <br />Four  blocks from Sagrada Familia and Gracia, one of the coolest neighborhoods of Barcelona...<br />In the room you will have your own table, for more privacy...and covid care.<br />Well connected to Paseo de Gracia, Park Guell, Plaza Cataluña, the Ramblas, and the beach…<br />Walking distance to Sagrada, and Villa de Gracia, the best place to take tapas and drinks, or see an art exhibition...<br /><br /><b>The space</b><br />The apartment is really nice and big... 90m2  full of natural light. <br />Is bright and arty apartment, full of art and good vibes!<br />We are two women and one cute and quite dog.<br />I`m sure you will feel comfortable...<br /><br /><b>Guest access</b><br />Is a big and nice apartment, is confortable and with creative environment,  because I`m an artist...<br />You will have everything you need for your stay ;)<br />You can use the fridge and a well equipped kitchen. I have a dinner table i",Carla,EIXAMPLE,41.40633,2.16971,2,2022-11-26,1,66,Nulo,0,Nulos-Ilegales,2,7.5
2575,https://www.airbnb.com/rooms/19687254,138673783,"Es un barco de vela en prefecto estado, interiores de madera, dos camarotes dobles con un baño compartido, un camarote suite con un baño y vestidor. Perfecto para una familia con niños o un grupo. Esta situado al norte de Barcelona al lado de las playas más bonitas de La ciudad . El barco está AMARRADO en el Puerto Forum. En Barcelona .El metro y el tranvía están a 5 minutos,.También esta rodeado de restaurantes, bares, centros comerciales, museos. La playa está a 5 minutos  del barco.<br /><br /><b>The space</b><br />El barco, amarrado en puerto,  es un sitio especial para pasar las vacaciones y puede ser una gran experiencia tanto para adultos como para niños.<br /><br /><b>Guest access</b><br />Dentro de el puerto hay  plaza de aparcamiento opcional por 10€ día<br /><br /><b>Other things to note</b><br />Puedo sacaros a navegar medio día o un día entero. Consultar tarifas que dependen de la época del año",Ramon,SANT MARTÍ,41.41123,2.22403,1,2022-07-19,1,118,Nulo,0,Nulos-Ilegales,10,68.5
2585,https://www.airbnb.com/rooms/19956381,104916553,"bright double room with balcony, in the room I can add a single bed, the apartment overlooks the famous boqueria market,we are 1 minute from the rambla just very close, the LICEU metro station is 2 minutes from the house, and metro CATALUNYA 5 minutes from home....At home you will have wifi and use of the kitchen,I will be happy, if asked, to give advice to discover this city.The room and the whole house is sanitized with suitable products.<br /><br /><b>The space</b><br />Bright double room with balcony, in the room I can add a single bed,the apartment overlooks the famous boqueria market,we are 1 minute from the rambla just very close, the LICEU metro station is 2 minutes from the house, and metro CATALUNYA 5 minutes from home. At home you will have wifi and use of the kitchen,I will be happy, if asked, to give advice to discover this city. Check-in can be early before 10.00 and postponed after 00:00, there are no problems ,the room and the whole house is sanitized with suitable prod",Giuseppe,CIUTAT VELLA,41.38339,2.17185,2,2022-12-07,2,46,Nulo,0,Nulos-Ilegales,1,2.5
2594,https://www.airbnb.com/rooms/19974416,104916553,"Bright double room with a large window,great location ,we are located in the city center ,almost on the RAMBLA,the room overlooks the BOQUERIA market ,1 minutes from RAMBLA 5 of PLACA CATALUNYA and minutes from all attractions tourist,the metro station liceu is 2 minutes from home, and metro Catalunya 5 minutes from home...At home you will have access to wifi and use of the kitchen..the room and the whole house is sanitized with suitable products.<br /><br /><b>The space</b><br />Bright double room with a large window,great location ,we are located in the city center,almost on the RAMBLA,the room overlooks the BOQUERIA market , 1 minutes from RAMBLA 5 of PLACA CATALUNYA and minutes from all attractions tourist.The metro station liceu is 2 minutes from home, and metro Catalunya 5 minutes from home. At home you will have access to wifi and use of the kitchen..the room and the whole house is sanitized with suitable products, Check-in can be early before 10.00 AM and postponed after 00:00P",Giuseppe,CIUTAT VELLA,41.38327,2.17053,2,2022-12-06,2,58,Nulo,0,Nulos-Ilegales,1,2.5
2618,https://www.airbnb.com/rooms/20472746,21793560,,Imanol,NOU BARRIS,41.42787,2.16892,1,2022-11-26,6,338,Nulo,0,Nulos-Ilegales,8,50.0
2632,https://www.airbnb.com/rooms/20551641,84025434,"Beautiful, newly rennovated, spacious flat in the heart of Barcelona. Directly beside Jaume 1 metro and in the heart of Born. 5 minutes walking from park Ciutadella and Barceloneta beach.<br /><br /><b>The space</b><br />Our room is perfect for pairs of friends travelling or couples. It is in the centre of Born, extremely close to the Picasso museum and Palau concert hall. The area of Born is well known for its beautiful architecture and wonderfully quirky shops.<br /><br /><b>Guest access</b><br />Guests have a private bathroom with shower. <br />We can provide towels if necessary. <br />We have also a washer and dryer which can be used upon request. <br />Guests have access to a dining room directly beside their bedrooms and a large spacious living room. <br />The kitchen is only available to guests staying longer than three days. <br />Each room has a small veranda and guests are permitted to smoke here. Inside the house is not permitted. <br />Guests also have drawers and a wardrob",Hazael,CIUTAT VELLA,41.383,2.18058,1,2022-11-22,1,159,Nulo,0,Nulos-Ilegales,1,2.5
2718,https://www.airbnb.com/rooms/21223971,9456665,"Habitación con ambiente atractivo y de relax modernamente amueblada y espaciosa; dispone de baño completo, conexión internet con red WI-FI gratuita, además con la ventaja de estar ubicados a 5 minutos caminando de plaza Cataluña y del arco del triunfo.",Hip Karma,CIUTAT VELLA,41.3899,2.17757,3,2022-11-27,7,257,Nulo,0,Nulos-Ilegales,1,2.5
2727,https://www.airbnb.com/rooms/21237696,9456665,H,Hip Karma,EIXAMPLE,41.39022,2.17756,3,2022-10-21,7,270,Nulo,0,Nulos-Ilegales,2,7.5
2737,https://www.airbnb.com/rooms/21689268,102449683,"Mi apartamento esta decorado vintage con elementos de los años 50'S y 60'S es muy luminoso y céntrico ideal para estancias de trabajo, estudiantes en busca de estancias definitivas GAY FRIENDLY , es una habitacion  y apartamento muy limpios y cuidados y por lo tanto se efectuara la limpieza y orden cada dia y cuando el huesped no este en la habitacion<br /><br /><b>The space</b><br />Mi casa data del año 36, es marcadamenrte estilo racionalista, esta totalmente restaurada y la tengo decorada con objetos y muebles de los 50 y 60<br /><br /><b>Guest access</b><br />El huesped solo tiene acceso a su habitacion, el baño y el WC, solamente si yo le permito accedera a mi espacio",Gilbert,EIXAMPLE,41.39209,2.18059,1,2022-11-12,3,347,Nulo,0,Nulos-Ilegales,2,7.5
2792,https://www.airbnb.com/rooms/21721651,158023606,"Boqueria Plaza 32 is a lovely accommodation in Barcelona, with all the amenities included for an unforgettable time in the city.<br /><br /><b>The space</b><br />It has a strategic location next to las Ramblas and la Boqueria Market, just few steps from Plaza Catalunya.  <br /> <br />The apartment has been recently renovated with modern and elegant style. It features 2 bedrooms, one complete bathroom and one toilet. Also, it offers a large and bright living room with comfortable sofa, small balcony and dining table for 4.  A few steps away is the fully equipped kitchen. <br /> <br />Ideal for families or a group of friends, it can accommodate up to 4 people. <br /> <br />ADDITIONAL INFORMATION <br />Final cleaning: 90EUR <br />Weekly cleaning not included. Extra cleaning services can be coordinated. <br />Note: This apartment is for monthly stays of more than 31 nights. <br /> <br />IMPORTANT ABOUT THE DAMAGE DEPOSIT <br />- 1 month stay: 25% of the month <br />- Stay 2 to 4 months: 50",Habitat Apartments,CIUTAT VELLA,41.38279,2.17065,1,2022-09-22,137,226,Nulo,0,Nulos-Ilegales,1,2.5
2793,https://www.airbnb.com/rooms/21721653,158023606,"Boqueria Plaza 31 is a lovely accommodation in Barcelona, with all the amenities included for an unforgettable time in the city.<br /><br /><b>The space</b><br />It has a strategic location next to las Ramblas and la Boqueria Market, just few steps from Plaza Catalunya.  <br /> <br />The apartment has been recently renovated with modern and elegant style. It features 3 bedrooms, one complete bathroom and one toilet. Also, it has a large and bright living room with comfortable sofa, small balcony and dining table for 4. A few steps away is the fully equipped kitchen. <br /> <br />Ideal for families or a group of friends, it can accommodate up to 5 people. <br /> <br />ADDITIONAL INFORMATION <br />Final cleaning: 90 EUR <br />Weekly cleaning not included. Extra cleaning services can be coordinated. <br />Note: This apartment is for monthly stays of more than 31 nights. <br /> <br />IMPORTANT ABOUT THE DAMAGE DEPOSIT <br />- 1 month stay: 25% of the month <br />- Stay 2 to 4 months: 50% o",Habitat Apartments,CIUTAT VELLA,41.38249,2.17081,1,2022-07-11,137,225,Nulo,0,Nulos-Ilegales,1,2.5
2847,https://www.airbnb.com/rooms/22409838,164049819,"The space is comfortably and enough for 2 people, modern and clean with lovely details.<br /><br /><b>The space</b><br />Private Room with a sitting room ,private entrance  within a large apartment.<br />I live in my own space in a separate part of the apartment and you will have your own private Room with your own bathroom and total privacy.  The  accommodation is located in  a building with elevator,  it is quite  and peaceful. There is air conditioning and tv. It is Composed by one double bedRoom . There is a private  small but fully equipped bathroom with shower, a hair dryer is provided.   ,  is equipped with a small  fridge, a nespresso coffe machine and a kettle ,you can also use The  kitchen flat, it is open-plan and can be shared. It is fully equipped with a fridge/freezer, a washing machine , and a microwave and a toaster<br /><br /><b>Guest access</b><br />Private Room    is in a great location close to the multicultural and lively Gotic area  neighbourhood with its many bar",Luis Fernando,CIUTAT VELLA,41.3758,2.17091,5,2022-12-05,1,54,Nulo,0,Nulos-Ilegales,1,2.5
